twitterid,twitter_username,twitter_userid,domain,name,followers_count,tweet_count
ID0105,BRUNOIERULLO,29441764,brunoierullo.com,BRUNO IERULLO,959299,1022
ID0106,BrunoMars,100220864,brunomars.com,Bruno Mars,43245574,4934
ID0107,BustaRhymes,24278900,,Busta Rhymes,3903003,31593
ID0108,CaioCastro,46011743,,Caio Castro,3574051,3431
ID0109,Caitlyn_Jenner,3303293865,caitlynjenner.com,Caitlyn Jenner,3417392,1021
ID0110,Calum5SOS,403255314,5sos.com,Calum Hood,7080747,15148
ID0111,CalvinHarris,18625669,,Calvin Harris,11911307,148
ID0112,wizkhalifa,20322929,wizkhalifa.com,Cameron,36443673,49869
ID0113,camerondallas,405728790,m.youtube.com,Cameron Dallas,14856732,1479
ID0114,lnsaneTweets,,,Can U Not,,
ID0115,Caradelevingne,321970500,iamcaradelevingne.tumblr.com,Cara Delevingne,9377955,7564
ID0116,Carles5puyol,136007061,carles5puyol.com,Carles Puyol,12280670,2487
ID0117,carlosbaute,57912874,carlosbauteoficial.com,Carlos Baute,2523391,9532
ID0118,CarlosLoret,68844197,carlosloret.com,Carlos Loret De Mola,9127018,101303
ID0119,TheCarlosPena,120557765,lexlos.com,Carlos PenaVega,2563768,8659
ID0120,carlosvives,77694285,carlosvives.com,Carlos Vives,5279689,27699
ID0121,carlyraejepsen,24852465,carlyraemusic.com,Carly Rae Jepsen,9585529,7112
ID0122,carmeloanthony,42384760,THISISMELO.com,Carmelo Anthony,9294105,3348
ID0123,aristeguicnn,169279319,cnnespanol.com,Carmen Aristegui,7474120,2833
ID0124,CAROLE_SAMAHA,159068666,,CAROLE SAMAHA,4920143,40176
ID0125,carocruzosorio,,,Carolina Cruz Osorio,,
ID0126,cadieckmann,2345438821,,Carolina Dieckmann,104,1
ID0127,carrieunderwood,386244525,carrieunderwoodofficial.com,Carrie Underwood,8239468,5719
ID0128,carterreynolds,363961928,youtube.com,Carter Reynolds,2576608,18435
ID0129,Caspar_Lee,216430965,youtube.com,Caspar Lee,5066003,9197
ID0130,oceara,1.45134E+18,oceara.com.br,Ceará - Wellington,0,0
ID0131,CMYLMZ,126571977,cmylmz.com,Cem Yılmaz,15406764,2191
ID0132,cesc4official,185827887,cescfabregas.com,Cesc Fàbregas Soler,10017890,5803
ID0133,ochocinco,40519997,ocnnreport.com,Chad Johnson,3271373,175569
ID0134,channingtatum,6427882,channingtatumunwrapped.com,Channing Tatum,7744036,7167
ID0135,charliesheen,259379883,charliesheen.com,Charlie Sheen,10417906,2323
